idpessoa,idproduto,qtitem
010002D163,01000FUA1P,1
010002D163,01000FX51T,0.54
010002D163,01000FXF0I,2.424
010002D163,01000G0A4S,1
010002D163,01000G8N3G,1
010002D163,01000GE1AU,2
010002D163,01000HEXFU,1
010002D163,01000HGU5G,1
010002D163,01000HQ18Y,1
010002D163,01000HTBQI,1
010002D163,01000HW14B,1
010002D163,01000HYW1J,1
010002D163,01000HZYF7,1
010002D163,01000I780N,1
010002D163,01000I7A20,1
010002D163,01000I8F36,1
010002D163,01000IFI0H,2
010002D163,01000IWQ04,2
010002D163,01000J5U0J,2
010002D163,01000J8ALS,0.632
010002D163,01000JAI1Q,2
010002D163,01000JMOA0,3
010002D163,01000JMY40,2
010002D163,01000JNS23,1
010002D163,01000K901G,0.108
010002D163,01000KHM3O,0.1
010002D163,01000KHOAD,0.024
010002D163,01000KHZH0,0.032
010002D163,01000KIS1C,0.452
010002D163,01000KJ0V5,0.16
010002D163,01000KJWAP,0.126
010002D163,01000KKLCL,0.1
010002D163,01000KLB8A,0.104
010002D163,01000KP623,0.148
010002D163,01000KRM02,0.554
010002D163,01000KRYJG,0.776
010002D163,01000KVK7J,0.084
010002D163,01000KXU04,0.354
010002D163,01000KYK1H,0.098
010002D163,01000KZTDQ,0.094
010002D163,01000L9C3U,0.091
010002D163,01000L9UC2,0.1
010002D163,01000L9WBF,0.09
010002D163,01000LAF1J,6.486
010002D163,01000LATCB,0.032
010002D163,01000LD568,0.144
010002D163,01000LH0GG,0.054
010002D163,01000LJBFU,0.106
010002D163,01000LJJ4D,1
010002D163,01000LQY0G,0.03
010002D163,01000LXFAW,1
010002D163,01000M3LP0,0.058
010002D163,01000MDQBB,1
010002D163,01000MIXGC,2.146
010002D163,01000MJ157,1.948
010002D163,01000MJ833,0.672
010002D163,01000MKG14,0.034
010002D163,01000MKV3X,0.024
010002D163,01000MLB4H,0.062
010002D163,01000MMP5R,0.512
010002D163,01000MMR7R,0.236
010002D163,01000MN74B,0.034
010002D163,01000MN9C8,0.894
010002D163,01000MNHKM,0.354
010002D163,01000MZ22Q,0.102
010002D163,01000MZ402,1
010002D163,01000N0S53,2
010002D163,01000N244E,0.2
010002D163,01000N2815,0.04
010002D163,01000N2O0Y,0.624
010002D163,01000N2UD9,0.122
010002D163,01000N2W4T,0.708
010002D163,01000N3490,1.199
010002D163,01000N3G6F,0.3
010002D163,01000N3K7V,0.22
010002D163,01000NHKF1,0.15
010002D163,01000NOL8K,0.042
010002D163,01000NON7S,0.726
010002D163,01000NOT3B,0.432
010002D163,01000NOX3W,0.234
010002D163,01000NOZ0F,0.276
010002D163,01000NUL0T,0.096
010002D163,01000NY92H,0.466
010002D163,01000NYFFY,0.2
010002D163,01000NYLIQ,0.108
010002D163,01000NYN3V,0.074
010002D163,01000O01LH,12.214
010002D163,01000O0F1T,0.14
010002D163,01000O0H63,0.06
010002D163,01000O0J39,0.026
010002D163,01000O2I1H,0.04
010002D163,01000O47BX,0.11
010002D163,01000OL52Q,0.386
010002D163,01000OL7D9,0.386
010002D163,01000OLBAR,0.194
010002D163,01000XF643,1
010002D163,01000XGN24,1
010002D163,01001QJ3M7,1
010002D163,01001QJRK1,1
010002D163,01001RA47I,0.55
010002D163,01001RM61E,1
010002D163,01001XRX2I,1
010002D163,01003M3GBG,1
010002D163,01003N54AC,0.066
010002D163,01003OL32W,4
010002D163,01003UFKEG,5
010002D163,01005BQ14J,1
010002D163,01005BQQ1G,1
010002D163,01005BRF0U,1
010002D163,01005BTR9P,1
010002D163,01005BVKEP,2
010002D163,01005BW49V,2
010002D163,01005EQEJA,1
010002D163,01005ETI1R,1
010002D163,01005NE2FG,0.11
010002D163,01005NE525,0.102
010002D163,01005NKP91,0.322
010002D163,01005NLCLJ,0.096
010002D163,01005U0W1B,1
010002D163,010062DL7C,0.12
010002D163,010064HN6D,0.106
010002D163,010064JH0E,0.098
010002D163,010064JV0U,0.048
010002D163,010064K2HW,0.048
010002D163,0100657N0C,0.102
010002D163,01008C86F4,1
010002D163,01008CMRC4,2
010002D163,01008CNNBL,2
010002D163,01008M2D91,0.114
010002D163,01008MAD0O,0.188
010002D163,01008QQX0X,2
010002D163,01009C0YH8,1
010002D163,0100AXS535,0.094
010002D163,0100EZVO70,1
010002D2BB,01000AFAE3,0.1
010002D2BB,01000BL982,1
010002D2BB,01000KRYJG,0.2
010002D2BB,01000L5K4V,0.194
010002D2BB,01000MOZ19,0.118
010002D2BB,01000N2W4T,0.1
010002D2BB,01000NYFFY,0.1
010002D2BB,01003OKE10,1
010002D2BB,01005BQB1J,1
010002D2BB,01005BQQ1G,2
010002D2BB,01005BRF0U,1
010002D805,01000CH72A,1
010002D805,01000JMY40,1
010002D805,01000M1H3G,1
010002D805,01000NT4CH,1
010002D805,01000OIZIG,1
010002E903,01000KRYJG,0.752
010002E903,01000KYK1H,0.442
010002EO7Y,01000M2T07,0.056
010002F20A,01000B5H2T,1
010002F20A,01000BYK1J,1
010002F20A,01000CD901,0.5
010002F20A,01000L9I47,0.054
010002F20A,01000M0278,1
010002F20A,01000M1H3G,4
010002F20A,01000MSC0E,1
010002F20A,01000NP78Q,0.504
010002F20A,01000NZV2F,3.462
010002F20A,01000OL52Q,0.456
010002GP3Y,01000AOW0T,1
010002GP3Y,01000EOO77,0.3
010002GP3Y,01000MDG13,3
010002GP3Y,01000MMX90,0.508
010002GP3Y,01000NYFFY,0.4
010002GW4R,01000KYK1H,0.306
010002GW4R,01000N2E9E,0.084
010002GW4R,01008STF01,0.102
010002HM00,01000AJO0K,1
010002I00V,01000AYCA1,0.168
010002I00V,01000EQC88,0.112
010002I00V,01000KIS1C,0.1
010002I00V,01000MN9C8,0.102
010002I00V,01000NOV36,0.158
010002I4MK,01000AYCA1,0.1
010002I4MK,01000AYE5G,0.1
010002I4MK,01000EPA33,0.206
010002I4MK,01000FLBGS,0.1
010002I4MK,01000J8ALS,0.1
010002I4MK,01000KLJGW,0.07
010002I4MK,01000KOS87,0.074
010002I4MK,01000KS4O8,0.204
010002I4MK,01000KYE8V,0.052
010002I4MK,01000KZTDQ,0.09
010002I4MK,01000LAF1J,1.004
010002I4MK,01000LD568,0.152
010002I4MK,01000LQY0G,0.056
010002I4MK,01000MN74B,0.05
010002I4MK,01000NYN3V,0.102
010002I4MK,01000O05AO,0.22
010002I4MK,01000OL52Q,0.15
010002I4MK,01008SSG0T,0.13
010002KMFM,01000LD568,0.172
010002KMFM,01003UFKEG,2
010002KS1M,01000I6EVI,1
010002KTD3,01000KPW81,0.13
010002KTD3,01000MMJ7V,0.118
010002KTD3,01008STF01,0.118
010002L21B,01000MJ833,0.592
010002L500,01000AYE5G,0.13
010002L500,01000EOM62,0.068
010002L500,01000EQC88,0.09
010002L500,01000L9WBF,0.088
010002L500,01000MMF8H,0.052
010002L500,01008SSG0T,0.122
010002LI1F,01000E0HFX,0.358
010002LI1F,01000MKC8T,0.244
010002LI1F,01000MTZ0V,1
010002LP6J,01000MJ157,0.204
010002LP6J,01000MMB9Q,0.082
010002ND17,01000NWI43,2
010002O2JG,01000AYCA1,0.156
010002O2JG,01000MK20M,0.146
010002O2JG,01003UFF0T,1
010002O2JG,01008BHB21,2
010002O2JG,0100B5RE0X,1
010002OTLZ,01000FLBGS,0.052
010002OTLZ,01000KHOAD,0.092
010002OTLZ,01000NYN3V,0.05
010002OTLZ,01000O0F1T,0.146
010002PY01,01000BCQ0C,1
010002PY01,01000KRM02,0.136
010002PY01,01000NOX3W,0.2
010002Q5BP,01000AFAE3,0.098
010002Q5BP,01000AYCA1,0.162
010002Q5BP,01000FLS7T,1
010002Q5BP,01000KLHIR,0.072
010002Q5BP,01000MJ833,0.144
010002Q5BP,01000MP37G,0.922
010002Q5BP,01000N9JCM,0.142
010002Q5BP,01000NZP31,0.5
010002Q5BP,01003UFF0T,2
010002Q5BP,01003UFKEG,4
010002Q5BP,01005TBF3S,1
010002Q5BP,01008SSG0T,0.096
010002Q5BP,010097AM08,1
010002Q6GQ,01005BW49V,4
010002SJ1W,01000C090I,0.098
010002SJ1W,01000NOV36,0.102
010002SJ1W,01000O2I1H,0.044
010002TBAJ,01000CD901,0.404
010002TBAJ,010091Q7D8,0.096
010002TT41,01000AFAE3,0.102
010002TT41,01000EQA6H,6
010002TT41,01000KLJGW,0.2
010002TT41,01000MJ833,0.15
010002TT41,01000N2UD9,0.15
010002TT41,01000NON7S,0.1
010002TT41,01000O0D69,0.296
010002TT41,01000O0Y3L,0.082
010002TT41,01000OL52Q,0.142
010002TT41,0100ELL196,1
010002VC0S,01000FZQ1N,1
010002VC0S,01000NQQ1J,1
010002VG5K,01000N2M1N,0.3
010002VI0K,01000MMP5R,0.2
010002VI0K,01000NP99X,0.1
010002VI0K,01000NUL0T,0.26
010002VI0K,01000NXJ5W,1.014
010002VP3B,01000AOW0T,1
010002VP3B,01000ETI34,0.104
010002VP3B,01000GE1AU,6
010002VP3B,01003UFKEG,8
010002VWAY,0100B5RE0X,2
010002WB0E,01000AYE5G,0.106
010002WB0E,01000EOO77,0.102
010002WB0E,01000FLBGS,0.038
010002WB0E,01003UFKEG,2
010002WXEC,01000FLS7T,3
010002WXEC,01000LJBFU,0.176
010002WXEC,01000N244E,0.12
010002WXEC,01003UFF0T,3
010002WXEC,0100657U1A,0.128
010002X42Q,01000MXY9B,1
010002X50K,01000CD901,0.16
010002X50K,01000FLS7T,1
010002X50K,01000KQ83N,0.118
010002X50K,01000MKG14,0.068
010002X50K,01000NYN3V,0.092
010002X50K,0100EZV8KJ,1
010002XC1Z,01000MWWUK,1
010002XC1Z,01000O0Y3L,0.1
010002XC1Z,01003K9Y1B,0.102
010002XC1Z,01003M34G8,1
010002XC1Z,0100B5RE0X,1
010002XGC7,01000KEF01,0.06
010002XGC7,01000MN74B,0.034
010002XGC7,01003UFKEG,1
010002XGC7,01008MAD0O,0.108
010002XJLP,01000FLS7T,1
010002XJLP,0100B5RE0X,1
010002XLT5,01000H5E7E,1
010002XLT5,01000N2E9E,0.1
010002XLT5,01000N2UD9,0.104
010002XLT5,01000O0J39,0.094
010002XLT5,01000OM151,0.104
010002XLT5,01003UFF0T,1
010002YI26,01000NY117,1
010002ZENM,01000MKICO,0.086
010002ZENM,01000MOZ19,0.184
010002ZENM,01000N2Q38,0.148
010002ZENM,01000OM151,0.172
010002ZENM,01003K9Y1B,0.128
010002ZENM,01005BY971,1
010002ZENM,01005BYM34,1
010002ZENM,01005BYSEK,1
010002ZENM,01005TB45A,1
010002ZENM,01005TBF3S,1
010002ZN3K,01000JO2CY,1
0100030G1R,01000KIS1C,0.128
0100030G1R,01000MNHKM,0.18
0100030G1R,01000NON7S,0.23
0100031V1G,01000AYCA1,0.326
0100031V1G,01000CD2N4,0.174
0100031V1G,01000EEQEN,0.108
0100031V1G,01000MN14Z,0.076
0100031V1G,01000MNHKM,0.146
010003242Z,01000K5T2K,0.056
010003242Z,01000M98EF,0.052
010003242Z,01000MIXGC,0.106
010003274U,01000EOM62,0.094
010003274U,01000EQM00,0.094
010003274U,01000L9WBF,0.178
010003274U,01000O2I1H,0.046
0100033E0D,01000J8ALS,0.7
0100033E0D,01000KED10,4
0100033E0D,01000KKX1D,0.6
0100033E0D,01000KYE8V,0.302
0100033E0D,01000KYG1T,1
0100033E0D,01000KYK1H,2.998
0100033E0D,01000L1508,3
0100033E0D,01000L9C3U,1.024
0100033E0D,01000L9E9J,0.302
0100033E0D,01000LH0GG,0.2
0100033E0D,01000MIXGC,0.704
0100033E0D,01000MJ6H2,0.104
0100033E0D,01000MML4N,3
0100033E0D,01000MND0U,0.15
0100033E0D,01000N2E9E,0.152
0100033E0D,01000N3490,1.4
0100033E0D,01000N3W39,0.5
0100033E0D,01000NOR8E,24.146
0100033E0D,01000NXJ5W,3.004
0100033E0D,01000NZV2F,3.192
0100033E0D,01000O01LH,2.732
0100033E0D,01000O0D69,0.406
0100033E0D,01000O2ERW,0.102
0100033E0D,01000O2I1H,0.202
0100033E0D,01000OM151,0.3
0100033E0D,0100657Q5D,0.3
0100033E0D,0100AXSL68,0.252
0100034J01,01000FPV24,1
01000365HK,01000EOM62,0.118
01000365HK,01000KS4O8,0.2
01000365HK,01000LAF1J,0.3
0100037249,01000KEF01,0.246
0100037D17,01000CVR3I,1
0100038T49,01000NF8BC,3
0100038T49,01000NFADZ,2
0100038T49,01001RA47I,0.868
0100038T49,0100AFDH36,1
010003979T,01000EOO77,0.14
010003979T,01000KJY9W,0.176
0100039A7N,01000AYE5G,0.12
0100039A7N,01000KJ0V5,0.092
0100039A7N,01000MSQGH,1
0100039OA4,01000M0278,1
0100039OA4,01000M1H3G,1
010003AJ06,01000AYCA1,0.102
010003AJ06,01000E0HFX,0.122
010003AJ06,01000EOM62,0.088
010003AJ06,01000L5K4V,0.1
010003AJ06,01000MMP5R,0.1
010003AJ06,01000NOJ6S,0.1
010003AJ06,01000NOX3W,0.084
010003AJ06,01000NUL0T,0.074
010003AJ06,01000NZP31,0.1
010003B98P,01000LDDL5,2
010003BHJI,01000L9WBF,0.106
010003BHJI,01000M4103,0.1
010003BHJI,01000MN359,0.05
010003BN1M,01000E0HFX,0.05
010003BQ07,01000EOO77,0.116
010003BQ07,01000NOL8K,0.074
010003BQ07,01000O0357,0.502
010003CH3H,01000M1H3G,1
010003CH3H,01000MNHKM,0.262
010003CH3H,01000NOJ6S,0.12
010003DF59,01000KCKJ1,3
010003DF59,01000KYUA3,1
010003EACT,01000MXMAV,1
010003EO14,01000OLSG2,2
010003ESAL,01000CD901,0.146
010003ESAL,01000FH523,1
010003ESAL,01000FLBGS,0.1
010003ESAL,01000IX0CR,1
010003ESAL,01000J167J,1
010003ESAL,01000JMW03,1
010003ESAL,01000KJY9W,0.3
010003ESAL,01000KYK1H,0.508
010003ESAL,01000MIXGC,0.21
010003ESAL,01000MMP5R,0.144
010003ESAL,01000NYLIQ,0.158
010003EV1P,01000KLJGW,0.076
010003EV1P,01000L9I47,0.05
010003EV1P,01000L9WBF,0.266
010003EV1P,01000MM9L6,0.05
010003EV1P,01008K0MAV,0.076
010003F50N,01000LHWC9,1
010003F50N,01005BW49V,1
010003F50N,01008PXXFQ,0.272
010003H91O,01000AYCA1,0.118
010003H91O,01000KICDY,0.094
010003H91O,01000L9E9J,0.116
010003H91O,01000MIXGC,0.082
010003H91O,01000MP37G,0.714
010003H91O,01000NON7S,0.09
010003H91O,01000O0F1T,0.14
010003HZFR,01000AYE5G,0.142
010003HZFR,01000N2E9E,0.1
010003I57M,01000AYCA1,0.158
010003I57M,01000KRYJG,0.05
010003I57M,01000MZ22Q,0.05
010003I57M,01000N2M1N,0.064
010003I57M,01000N2W4T,0.05
010003I57M,01000NOX3W,0.05
010003I57M,01000NY92H,0.05
010003I57M,01000NYFFY,0.1
010003IQ90,01000MMJ7V,0.104
010003IQ90,01000N2E9E,0.06
010003IQ90,01000N2UD9,0.104
010003IQ90,01000O2ODI,0.544
010003J16N,01000DFG42,1
010003J16N,01000EOM62,0.106
010003J16N,01000KRYJG,0.306
010003J16N,01000KYK1H,0.236
010003JFD5,01000AOW0T,3
010003JFD5,01000FLS7T,1
010003JFD5,01000KHOAD,0.054
010003JFD5,01000MMV3C,0.154
010003JFD5,01000MN9C8,0.108
010003JFD5,01000MNHKM,0.134
010003JFD5,01000N9JCM,0.096
010003JFD5,01003UFKEG,1
010003JO82,01000AYE5G,0.234
010003JO82,01000FLS7T,1
010003JO82,01000FXF0I,0.154
010003JO82,01000N2M1N,0.1
010003JS0G,01000FLS7T,1
010003JS0G,01000O2I1H,0.07
010003LH10,01000AYE5G,0.198
010003LH10,01000CD901,0.104
010003LH10,01000E0HFX,0.102
010003LH10,01000EWES5,0.048
010003LH10,01000KD4BG,0.12
010003LH10,01000KOKCB,0.124
010003LH10,01000KYS36,1.008
010003LH10,01000L9M1M,0.09
010003LH10,01000MA62S,0.246
010003LH10,01000MKG14,0.072
010003LH10,01000MP37G,0.188
010003LH10,01000N244E,0.158
010003LH10,01000N2M1N,0.52
010003LH10,01000N3K7V,0.378
010003LH10,01000N3U00,0.278
010003LH10,01000NP78Q,0.102
010003LH10,01000NY92H,0.092
010003LH10,01000NYN3V,0.108
010003LH10,01000O01LH,0.97
010003LH10,01000O0357,0.552
010003LH10,01000OL7D9,0.16
010003LH10,01005BQB1J,1
010003LH10,01005BU343,1
010003LH10,01005BU7CT,1
010003LH10,01005T7STM,1
010003LH10,0100AXSXDO,0.12
010003LQ1A,01000AYCA1,0.1
010003LQ1A,01000EPA33,0.5
010003LQ1A,01000KED10,1.002
010003LQ1A,01000L1508,0.524
010003LQ1A,01000MM11A,0.104
010003LQ1A,01000N3Q71,0.106
010003LQ1A,01000NZP31,0.502
010003LQ1A,01000O0Y3L,0.058
010003LQ1A,01000O2ERW,0.104
010003LQ1A,01000O2I1H,0.068
010003LU0L,01000CD2N4,0.184
010003LU0L,01000CD901,0.154
010003LU0L,01000CVA9F,2
010003LU0L,01000EOO77,0.25
010003LU0L,01000EW300,0.1
010003LU0L,01000IE80Q,1
010003LU0L,01000IMWCV,0.202
010003LU0L,01000KHOAD,0.198
010003LU0L,01000KI8KS,0.092
010003LU0L,01000KP623,0.212
010003LU0L,01000L9M1M,0.21
010003LU0L,01000L9WBF,0.088
010003LU0L,01000MN9C8,0.422
010003LU0L,01003N54AC,0.096
010003LU0L,01003OJZ07,1
010003LU0L,0100657W3S,0.156
010003LU0L,010091PWSQ,0.142
010003LU0L,0100ARFM0A,2
010003M12O,01000FLBGS,0.044
010003M12O,01000KI8KS,0.164
010003M12O,01000KYK1H,0.506
010003M12O,01000L1508,0.304
010003M12O,01000N2815,0.122
010003M620,01000AYCA1,0.106
010003M620,01000AYE5G,0.116
010003M620,01000BU29P,5
010003M620,01000K6Z4R,1
010003M620,01000KI8KS,0.09
010003M620,01000KIS1C,0.106
010003M620,01000L481N,12
010003M620,01000MJ157,0.138
010003M620,01000MN9C8,0.116
010003M620,01000MVK7V,1
010003M620,01000N7D0Y,7
010003M620,01000NOJ6S,0.104
010003M620,01000NOX3W,0.05
010003M620,01003UFF0T,48
010003M620,01003UFKEG,33
010003M7L9,01000MP11H,0.1
010003M7L9,01000N2E9E,0.25
010003M7L9,01000NXR1V,0.108
010003M7L9,0100923R03,2
010003ME45,01000AYE5G,0.232
010003ME45,01000GE1AU,2
010003ME45,01000IK43G,1
010003ME45,01000K901G,0.1
010003ME45,01000KLJGW,0.044
010003ME45,01000MKG14,0.108
010003ME45,01000MYO48,1
010003ME45,01000N244E,0.05
010003ME45,01000N3490,0.064
010003ME45,01000N367E,0.184
010003ME45,01000NY92H,0.21
010003ME45,01000O01LH,1.676
010003ME45,01003UFF0T,3
010003ME45,01003UFKEG,4
010003ME45,01008SSG0T,0.766
010003ME45,0100B5RE0X,1
010003MH6V,01000NOL8K,0.124
010003MR11,01000NYN3V,0.078
010003NAIO,01000KYC5Q,0.2
010003NAIO,01000MP37G,0.226
010003PLAT,01000MQ60G,1
010003PLAT,01000MQQ9Q,1
010003PLAT,01000MSC0E,1
010003PLAT,01005ETF00,2
010003PLAT,01009IJA1I,1
010003PV3J,01000E0HFX,0.12
010003PV3J,01000EOM62,0.1
010003PV3J,01000EOO77,0.132
010003PV3J,01000KRYJG,0.106
010003PV3J,01000L9O0B,0.164
010003PV3J,01000M1H3G,1
010003PV3J,01000N2W4T,0.1
010003PV3J,01000NOR8E,5.29
010003PV3J,01000NUL0T,0.102
010003QB10,01001XRX2I,1
010003QB10,01003M2P0O,1
010003QE06,01000AYCA1,0.17
010003QE06,01000CCV74,0.124
010003QE06,01000CD2N4,0.156
010003QE06,01000EEQEN,0.092
010003QE06,01000EQC88,0.15
010003QE06,01000EV9K6,0.14
010003QE06,01000FLBGS,0.12
010003QE06,01000FLS7T,1
010003QE06,01000FXF0I,0.148
010003QE06,01000JOGF0,1
010003QE06,01000KXU04,0.068
010003QE06,01000KY216,0.078
010003QE06,01000KZN5G,0.312
010003QE06,01000MMR7R,0.119
010003QE06,01000MMV3C,0.166
010003QE06,01000MN9C8,0.12
010003QE06,01000MUFGA,1
010003QE06,01000N2E9E,0.264
010003QE06,01000N2O0Y,0.1
010003QE06,01000N2W4T,0.104
010003QE06,01000N367E,0.104
010003QE06,01000N9JCM,0.092
010003QE06,01000N9VA7,0.14
010003QE06,01000NON7S,0.41
010003QE06,01000NUL0T,0.1
010003QE06,01000NXJ5W,0.502
010003QE06,01000O0357,0.1
010003QE06,01000O2CMF,0.438
010003QE06,01000O2ERW,0.21
010003QE06,01000O2ODI,0.32
010003QE06,01005BW49V,2
010003QE06,01008CS0L4,1
010003QE06,0100B5RE0X,1
010003QP72,01008SSG0T,0.107
010003RK4Q,01000L5M0Y,0.2
010003RK4Q,01000MN359,0.1
010003RK4Q,01000O0Y3L,0.204
010003RXEA,01000AYCA1,0.202
010003RXEA,01000CQL2E,1
010003RXEA,01000E7I0F,1
010003RY0W,01000AYE5G,0.054
010003RY0W,01000EWABR,0.2
010003RY0W,01000FLS7T,2
010003RY0W,01000KLJGW,0.25
010003RY0W,01000MKG14,0.05
010003RY0W,01000N97CS,0.05
010003RY0W,01000NXZBI,1
010003RY0W,01000NYN3V,0.044
010003RY0W,01002F6E6T,1
010003RY0W,0100AXS535,0.148
010003RY0W,0100AXT92N,0.1
010003SZEN,01000N2E9E,0.102
010003SZEN,01000O2ERW,0.082
010003SZEN,01003UFKEG,5
010003TDEQ,01000M2T07,0.102
010003TDEQ,0100B5RE0X,1
010003TIQ9,01000AFAE3,0.1
010003TIQ9,01000AOW0T,3
010003TIQ9,01000EEQEN,0.092
010003TIQ9,01000FXF0I,0.152
010003TIQ9,01000KCY0Y,0.106
010003TIQ9,01000KQ298,0.09
010003TIQ9,01000L9E9J,0.1
010003TIQ9,01000LD568,0.354
010003TIQ9,01000MJ833,0.14
010003TIQ9,01000MND0U,0.3
010003TIQ9,01000N2Q38,0.102
010003TIQ9,01000NXJ5W,0.484
010003TIQ9,01000OLD0S,0.394
010003TIQ9,01003K9Y1B,0.088
010003TIQ9,01003UFF0T,4
010003TIQ9,01003UFKEG,10
010003TIQ9,01005BW49V,1
010003TIQ9,01005YMY59,1
010003TIQ9,01008STF01,0.124
010003TIQ9,0100ARE39P,2
010003U20B,01000FP56C,1
010003U20B,01000GE1AU,5
010003V1LF,01000BKMKT,1
010003V1LF,01000LR62J,1
010003VO9T,010009FXCC,1
010003VO9T,01000AYCA1,0.158
010003VO9T,01000CD901,0.154
010003VO9T,01000E0HFX,0.106
010003VO9T,01000EQC88,0.13
010003VO9T,01000FXF0I,0.136
010003VO9T,01000KOKCB,0.132
010003VO9T,01000N3490,0.114
010003VO9T,01000NOL8K,0.112
010003VO9T,01000NZP31,0.35
010003VO9T,01000O01LH,0.29
010003VRCS,01000FGM1C,1
010003VRCS,01000LAF1J,0.35
010003VRCS,01000MBPB9,0.2
010003XMDS,01000AFAE3,0.23
010003XMDS,01000N2Q38,0.276
010003XMDS,01000N2UD9,0.228
010003XMDS,01000O0D69,0.314
010003XMDS,01000O0Y3L,0.234
010003XMDS,01000OL52Q,0.4
010003YT08,01000MKICO,0.09
010003YT08,01000N2Q38,0.126
010003YT08,01005BW49V,1
010003ZJDL,01000KNY1P,0.102
010003ZJDL,01000KRM02,0.1
010003ZJDL,01000KRYJG,0.108
010003ZJDL,01000L5K4V,0.1
010003ZJDL,01000MZ22Q,0.1
010003ZJDL,01000N2W4T,0.102
010003ZJDL,01000NY92H,0.1
010003ZQ0S,01000AYE5G,0.162
010003ZQ0S,01000KLJGW,0.182
010003ZQ0S,01000KYG1T,0.104
010003ZQ0S,01000MND0U,0.23
010003ZQ0S,01000N2M1N,0.142
010004253O,01000AYCA1,0.202
010004253O,01000CD901,0.17
010004253O,01000FXF0I,0.142
010004253O,01000NFADZ,1
010004253O,01000O0Y3L,0.166
0100042QGY,01000MKG14,0.062
0100042QGY,01000N9RC6,0.1
0100043Y3Y,01000EPU1L,1
0100044UGR,01000J8ALS,0.072
0100044UGR,01000KJ0V5,0.102
0100044UGR,01000KRYJG,0.112
0100044UGR,01000N2W4T,0.12
0100044UGR,01000NOX3W,0.106
0100044UGR,01000NYFFY,0.108
0100044UGR,0100B0471G,0.102
0100045TAT,01000L9I47,0.056
0100045TAT,01000MN9C8,0.196
0100045TAT,01000NON7S,0.11
0100045TAT,01000NZV2F,0.5
0100046Y02,01000KLJGW,0.098
0100046Y02,01000L9WBF,0.102
010004739E,01000AYE5G,0.064
010004739E,01000N2M1N,0.064
0100047A09,01000KCY0Y,0.1
0100047A09,01000L5E0C,0.132
0100047A09,01000LD568,0.128
0100047A09,01000N2UD9,0.128
0100047A09,01000O0F1T,0.098
010004892K,01000KLJGW,0.2
010004892K,01000LD568,0.102
010004892K,01000N3A2D,0.124
010004892K,0100AXSXDO,0.086
0100048L26,01000E0HFX,0.052
0100048L26,01000M6O84,1
0100048L26,01000NTA5K,1
0100048L26,01005TX6AE,1
0100049VAQ,01000AYE5G,0.264
0100049VAQ,01000MQ60G,1
010004AB4Y,01000L5K4V,0.05
010004AB4Y,01000LH0GG,0.05
010004AB4Y,01000MIXGC,0.05
010004AB4Y,01000NZT67,0.1
010004AMDV,01000FZQ1N,3
010004AMDV,01000L9K53,0.3
010004AMDV,01000M21RS,0.7
010004AMDV,01000MMP5R,0.15
010004AMDV,01000MMX90,0.2
010004AMDV,0100AXTT4F,2
010004AMDV,0100AXTZJJ,2
010004AP0S,01000AYE5G,0.1
010004AP0S,01000LQY0G,0.04
010004AP0S,01000NPF0E,0.05
010004AP0S,01000O01LH,0.346
010004B0F5,01000CD901,0.358
010004B0F5,01000E0HFX,0.502
010004B0F5,01000EOM62,0.533
010004B0F5,01000FLBGS,0.034
010004B0F5,01000FXF0I,0.432
010004B0F5,01000GE1AU,1
010004B0F5,01000KIS1C,0.052
010004B0F5,01000KLJGW,0.176
010004B0F5,01000MJ157,0.33
010004B0F5,01000N9VA7,0.122
010004B0F5,01000NOX3W,0.1
010004B0F5,01000NYJBF,0.1
010004B0F5,01000NYN3V,0.05
010004B0F5,01003UFKEG,1
010004B0F5,01008SSG0T,0.372
010004B0F5,010091PZ2Y,0.112
010004B66C,01000AYE5G,0.106
010004B66C,01000FKOKO,0.2
010004B66C,01000KLHIR,0.086
010004B66C,01000KYC5Q,0.06
010004B66C,01000MKG14,0.082
010004B66C,01000NFADZ,2
010004B66C,01005BW49V,1
010004B66C,01005TX6AE,1
010004BO3H,01000SOR9Y,1
010004C2PN,01000AYE5G,0.9
010004C2PN,01000DCE0Q,0.036
010004C2PN,01000FLBGS,0.036
010004DKGR,010009NRB5,2
010004DKGR,01000E0HFX,0.404
010004DKGR,01000M4103,0.2
010004E91R,010009O3LJ,0.19
010004E91R,010009OS3K,0.3
010004E91R,01000DCE0Q,0.03
010004E91R,01000KI8KS,0.084
010004E91R,01000KJY9W,0.856
010004E91R,01000KYE8V,0.296
010004E91R,01000KZTDQ,0.23
010004E91R,01000L1508,3.03
010004E91R,01000LAPTM,0.182
010004E91R,01000LH67P,0.136
010004E91R,01000M23WQ,0.418
010004E91R,01000MK63P,0.316
010004E91R,01000MML4N,1.006
010004E91R,01000MN359,0.044
010004E91R,01000N2W4T,0.102
010004E91R,01000NC6SB,1
010004E91R,01000NQQ1J,1
010004E91R,01000NXR1V,0.114
010004E91R,01000NYN3V,0.106
010004E91R,01000O0D69,0.13
010004E91R,01000O2I1H,0.308
010004EG6G,01000D9U02,0.1
010004EG6G,01000KJY9W,0.104
010004EG6G,01000KYK1H,0.252
010004EG6G,01000L9G4Y,0.042
010004EG6G,01000LATCB,0.04
010004EG6G,01000MIXGC,0.218
010004EG6G,01000O2I1H,0.062
010004EG6G,010091PWSQ,0.072
010004EG6G,0100B0471G,0.066
